id,article_id,article_title,legal_subject,condition,effect,condition_norm,effect_norm,content,embedding_text
182,50,Căn cứ quyết định hình phạt,Tòa án,quyết định hình phạt,"căn cứ vào quy định của Bộ luật Hình sự, tính chất và mức độ nguy hiểm của hành vi phạm tội, nhân thân người phạm tội, các tình tiết giảm nhẹ và tăng nặng trách nhiệm hình sự",QUYET_DINH_HINH_PHAT,CAN_CU_QUY_DINH_VA_TINH_TIET_VU_AN,"Điều 50. Căn cứ quyết định hình phạt
1. Khi quyết định hình phạt, Tòa án căn cứ vào quy định của Bộ luật này, cân nhắc tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội, nhân thân người phạm tội, các tình tiết giảm nhẹ và tăng nặng trách nhiệm hình sự.
2. Khi quyết định áp dụng hình phạt tiền, ngoài căn cứ quy định tại khoản 1 Điều này, Tòa án căn cứ vào tình hình tài sản, khả năng thi hành của người phạm tội.","Legal Subject:
Tòa án

Condition:
quyết định hình phạt

Effect:
căn cứ vào quy định của Bộ luật Hình sự, tính chất và mức độ nguy hiểm của hành vi phạm tội, nhân thân người phạm tội, các tình tiết giảm nhẹ và tăng nặng trách nhiệm hình sự

Article:
Căn cứ quyết định hình phạt"
183,50,Căn cứ quyết định hình phạt,Tòa án,quyết định áp dụng hình phạt tiền,căn cứ thêm vào tình hình tài sản và khả năng thi hành của người phạm tội,QUYET_DINH_PHAT_TIEN,CAN_CU_TAI_SAN_VA_KHA_NANG_THI_HANH,"Điều 50. Căn cứ quyết định hình phạt
1. Khi quyết định hình phạt, Tòa án căn cứ vào quy định của Bộ luật này, cân nhắc tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội, nhân thân người phạm tội, các tình tiết giảm nhẹ và tăng nặng trách nhiệm hình sự.
2. Khi quyết định áp dụng hình phạt tiền, ngoài căn cứ quy định tại khoản 1 Điều này, Tòa án căn cứ vào tình hình tài sản, khả năng thi hành của người phạm tội.","Legal Subject:
Tòa án

Condition:
quyết định áp dụng hình phạt tiền

Effect:
căn cứ thêm vào tình hình tài sản và khả năng thi hành của người phạm tội

Article:
Căn cứ quyết định hình phạt"
184,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm,được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,NGAN_CHAN_HOAC_GIAM_TAC_HAI_TOI_PHAM,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
185,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,"tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả",được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,TU_NGUYEN_KHAC_PHUC_HAU_QUA,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
186,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng,được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,PHAM_TOI_LAN_DAU_IT_NGHIEM_TRONG,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
187,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,là phụ nữ có thai,được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,PHU_NU_CO_THAI,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
là phụ nữ có thai

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
188,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,là người đủ 70 tuổi trở lên,được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,NGUOI_DU_70_TUOI_TRO_LEN,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
là người đủ 70 tuổi trở lên

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
189,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,tự thú,được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,TU_THU,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
tự thú

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
190,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,"thành khẩn khai báo, ăn năn hối cải",được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,THANH_KHAN_KHAI_BAO_AN_NAN_HOI_CAI,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
thành khẩn khai báo, ăn năn hối cải

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
191,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc giải quyết vụ án,được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,HOP_TAC_DIEU_TRA_GIAI_QUYET_VU_AN,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc giải quyết vụ án

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
192,51,Các tình tiết giảm nhẹ trách nhiệm hình sự,người phạm tội,lập công chuộc tội,được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự,LAP_CONG_CHUOC_TOI,TINH_TIET_GIAM_NHE,"Điều 51. Các tình tiết giảm nhẹ trách nhiệm hình sự
1. Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;
c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
m) Phạm tội do lạc hậu;
n) Người phạm tội là phụ nữ có thai;
o) Người phạm tội là người đủ 70 tuổi trở lên;
p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
r) Người phạm tội tự thú;
s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải;
t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
u) Người phạm tội đã lập công chuộc tội;
v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác;
x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.
2. Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.
3. Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.","Legal Subject:
người phạm tội

Condition:
lập công chuộc tội

Effect:
được áp dụng tình tiết giảm nhẹ trách nhiệm hình sự

Article:
Các tình tiết giảm nhẹ trách nhiệm hình sự"
